名次,标的,得分,建议均线,均线来源,建议复权,复权来源,Δ盈亏,白名单,跨年轮次,年最少轮次,成交年,盈利年,稳定性,年等权盈亏,胜率,利润因子,策略质量,trail占比,最大回撤,年化波动,贴线率,近期,未过原因,盈亏2016,盈亏2017,盈亏2018,盈亏2019,盈亏2020,盈亏2021,盈亏2022,盈亏2023,盈亏2024,盈亏2025,盈亏2026
157,002460.SZ,37.861570247933884,SMA,compare,等比前复权,compare,-40017.369999999995,,15,0,8,5,62.5,367.0345454545455,60.006666666666675,1.2900106238628197,0.3333333333333333,66.66666666666666,-10.5448,49.97067323716002,20.600858369098713,无近期,,378.84,0,-9005.26,2651.1,4944.12,-89.29,0,0,2367.69,5107.55,-2317.37
158,600346.SH,37.56198347107438,SMA,compare,等比前复权,compare,-23958.3,,31,0,9,5,55.55555555555556,1002.2390909090907,61.296774193548394,1.3211587973080599,0.2580645161290323,61.29032258064516,-8.5092,48.65849370092552,33.047210300429185,无近期,,918.08,13933.51,430.64,0,7616.43,-8509.2,-3270.7,0,-396.68,5425.52,-5122.97
159,600660.SH,36.48760330578513,SMA,compare,等比前复权,compare,-4802.890000000001,,33,0,10,5,50,1489.4036363636365,57.57575757575758,1.5158253992242203,0.15151515151515144,54.54545454545454,-6.381100000000001,31.069918150304375,55.793991416309005,无近期,,2558.31,5666.48,-2565.68,-4583.37,-5049.63,4680.8,-3718.57,90.14,20673.68,-1368.72,0
160,688036.SH,36.41528925619835,SMA,compare,等比前复权,compare,-8797.77,,16,0,5,3,60,691.7762500000001,56.275000000000006,1.582488332782513,0.25,62.5,-4.648,51.63380438209183,27.896995708154503,无近期,,,,,0,0,-1278.25,0,8952.11,363.74,2144.61,-4648
161,300124.SZ,36.15702479338842,EMA,compare,前复权,compare,9757.689999999999,,52,0,10,4,40,721.2136363636363,65.37692307692308,1.1811929015165357,0.3846153846153846,69.23076923076923,-9.7379,37.991889531944096,30.042918454935624,无近期,,-2375.33,3033.34,-1654.67,11526.01,0,7536,-4704,-7577,13801,-3450,-8202
162,000708.SZ,36.012396694214885,EMA,compare,等比前复权,compare,12257.07,,39,0,8,3,37.5,391.75090909090903,66.66923076923077,1.126774709427186,0.4358974358974359,69.23076923076923,-7.281,28.512055020567217,42.06008583690987,无近期,,13149.26,5552.49,0,0,-2884.7,-5184.08,-4916.2,-231.59,-1775.46,599.54,0
163,688561.SH,36.01239669421488,EMA,compare,等比前复权,compare_close,3430,,19,0,5,2,40,-373.2857142857143,73.6842105263158,0.8559219232465813,0.47368421052631576,73.68421052631578,-8.5093,53.48014179250684,32.61802575107296,无近期,,,,,,0,-3640,5385,0,-568,-4366,576
164,600061.SH,35.70247933884298,EMA,compare,等比前复权,compare,17595.410000000003,,42,0,9,4,44.44444444444444,653.4454545454547,64.26904761904763,1.1809547282129416,0.3571428571428571,66.66666666666666,-7.5031,20.150153808003644,66.52360515021459,无近期,,0,-1424.99,-1328.69,5508.48,-6263.68,-7105.14,-753.55,9488.95,0,7610.64,1455.88
165,002466.SZ,35.59917355371901,EMA,compare,前复权,compare,16521.86,,20,0,9,5,55.55555555555556,1156.1318181818183,59.99499999999999,1.39142044861715,0.10000000000000003,55.00000000000001,-12.07,60.29730250991376,22.746781115879827,无近期,,-2826.35,2719.19,-4150.01,12192.62,9277,8697,-12070,0,-1898,0,776
166,600886.SH,35.37190082644628,SMA,compare,前复权,compare,-22098.4,,62,2,11,5,45.45454545454545,1250.6272727272728,61.3,1.250471104669899,0.2580645161290322,62.903225806451616,-8.7613,21.329218112416203,50.21459227467812,无近期,,1524,2036,-7785,10255,-3738,15394,-1661.1,6987,-376,-3911,-4968
167,002241.SZ,34.710743801652896,EMA,compare,前复权,compare,2032,,24,0,8,3,37.5,1074.6363636363637,54.1625,1.5375869753058347,0.41666666666666674,70.83333333333334,-5.056,38.08804958133554,27.896995708154503,无近期,,-460.5,3052.5,0,0,-552,6480,0,-945,13462,-4160,-5056
168,601766.SH,34.71074380165289,SMA,compare,前复权,compare,-13510,,31,0,8,6,75,311.72727272727275,58.07741935483871,1.1292450341110398,0.16129032258064518,58.06451612903226,-10.234,26.47547501488699,54.93562231759657,无近期,,0,2063,520,-3197,0,-10234,1888,11336,832,221,0
169,601169.SH,34.46280991735537,SMA,compare,前复权,compare,-1416.9800000000014,,36,0,9,5,55.55555555555556,750.53,61.116666666666674,1.329407441425834,0.19444444444444442,55.55555555555556,-7.141,16.329998314486875,68.6695278969957,无近期,,4791.67,1403.16,1869,0,-5924,-6412,-6889,17391,2197,-171,0
170,002371.SZ,33.925619834710744,SMA,compare,前复权,compare,-13119.349999999999,,19,0,8,3,37.5,1140.1772727272728,63.1578947368421,1.5861332343822583,0.1578947368421053,57.89473684210527,-6.6043,68.38556038673347,30.042918454935624,无近期,,-4168.89,0,0,24032.58,-2937.77,0,-5051.85,-3656.3,-1891.85,1735.03,4481
171,601688.SH,33.832644628099175,SMA,compare,前复权,compare,-8097,,24,0,9,5,55.55555555555556,243.63636363636363,62.50416666666667,1.0968838117272792,0.33333333333333326,66.66666666666666,-9.106,24.264098133371082,33.47639484978541,无近期,,-1289,-4030,-2629,516,-9106,185,966,12470,0,5597,0
172,300498.SZ,33.719008264462815,SMA,compare,等比前复权,compare,-13978.77,,24,0,8,5,62.5,343.45363636363635,62.50833333333333,1.1841819554832305,0.12499999999999994,54.166666666666664,-7.375800000000001,34.45567407595987,50.64377682403433,无近期,,0,573.01,5443.73,-2771.89,0,6080.53,-2455.56,743.16,-7375.82,3540.83,0
173,601698.SH,32.97520661157024,EMA,compare,前复权,compare,24165,,27,0,7,2,28.57142857142857,2027.625,51.851851851851855,1.5477476869048423,0.18518518518518517,59.25925925925925,-6.539200000000001,55.547726631273086,24.892703862660944,无近期,,,,,0,-1950,-6203,-1140,-24,23326,7102,-4890
174,601377.SH,32.892561983471076,EMA,compare,前复权,compare,988.0099999999984,,54,0,10,3,30,560.0681818181819,68.52407407407408,1.130456317065124,0.3148148148148148,64.81481481481481,-9.0295,14.848511899834543,54.93562231759657,无近期,,-4383.08,3309.99,-2990.77,-7793.08,-7846.16,20194.62,-3190.77,-3113,0,13214,-1241
175,688538.SH,32.861570247933884,EMA,compare,等比前复权,compare_close,178,,14,0,5,2,40,742,64.27142857142857,1.71232,0.07142857142857145,50,-2.0568,32.730895087745395,58.36909871244635,无近期,,,,,,,0,-368,-952,1296,5176,-700
176,300450.SZ,32.78925619834711,EMA,compare,等比前复权,compare,3456.729999999999,,24,0,6,4,66.66666666666666,-38.59818181818184,58.32083333333333,0.984292262039313,0.33333333333333337,66.66666666666666,-8.575199999999999,38.950186728404056,14.592274678111588,无近期,,0,261.06,-5155.15,4490.74,6846.98,0,-7352.56,0,0,484.35,0
177,000895.SZ,32.561983471074385,EMA,compare,等比前复权,compare,11865.619999999995,,64,2,11,6,54.54545454545454,874.881818181818,59.37187500000001,1.1933994939382921,0.234375,60.9375,-8.125300000000001,25.215688257464397,56.22317596566524,无近期,,6900.2,2767.08,-6261.81,9670.65,277.95,-1909.61,-1537.53,1761.88,-7182.58,8044.61,-2907.14
178,603486.SH,32.38636363636363,SMA,compare,等比前复权,compare,-2990.590000000001,,23,0,6,3,50,-9.259999999999915,60.87391304347827,0.9956272627105305,0.4782608695652174,73.91304347826086,-6.711399999999999,51.64470100163834,24.892703862660944,无近期,,,,0,0,976.16,-4770.44,0,-6711.38,8306.7,6901.24,-4785.62
179,002736.SZ,32.324380165289256,SMA,compare,等比前复权,compare,-33856.27,,32,0,8,4,50,916.3199999999998,56.259375,1.271829735867619,0.3125,65.625,-7.083100000000001,20.0054919653251,51.072961373390555,无近期,,493.13,0,0,-2926.27,-7083.05,-6066.34,-259.4,6176.55,15478.4,4266.5,0
180,002180.SZ,32.252066115702476,EMA,compare,等比前复权,compare,6475.580000000002,,32,0,10,5,50,1143.578181818182,59.3875,1.3344097195361304,0.125,56.25,-9.263,53.70798237129307,24.034334763948497,无近期,,4855.04,-2082.85,4255.54,9625.67,8754.28,0,-2142.94,-2807.38,949,-8528,-299
181,688271.SH,31.48760330578512,EMA,compare,等比前复权,compare,1805.9999999999998,,17,0,3,2,66.66666666666666,293.84799999999996,58.8235294117647,1.1083127715209744,0.1764705882352941,58.82352941176471,-3.4324,31.252886430910547,42.06008583690987,无近期,,,,,,,,0,0,1378.26,773.86,-682.88
182,002032.SZ,31.260330578512395,EMA,compare,等比前复权,compare,5247.999999999998,,59,3,11,5,45.45454545454545,-458.8700000000001,66.10677966101696,0.9095372817723598,0.4576271186440677,72.88135593220339,-12.4939,27.518230836013817,49.35622317596567,无近期,,-457.69,4239.71,3962.72,9083.38,-12493.85,1137,-3443.59,1946.83,-5727.84,-2041.73,-1252.51
183,601006.SH,30.888429752066116,SMA,compare,前复权,compare,-7090,,48,0,10,3,30,1168.5454545454545,62.49375,1.3299196632529966,0.22916666666666669,58.333333333333336,-7.404,19.123141042213195,63.0901287553648,无近期,,-1115,7774,-1655,-39,-7404,-3004,16097,11623,-5566,-3857,0
184,601211.SH,30.38223140495868,SMA,compare,等比前复权,compare,-17719.99,,55,1,11,5,45.45454545454545,646.8463636363637,61.81272727272727,1.1426913811141797,0.2727272727272727,61.81818181818181,-7.7159,26.210091902003885,38.197424892703864,无近期,,2124.36,2511.19,-1210.17,-413.6,-7266.79,-1427.41,304.54,3874.93,15686.04,-534.07,-6533.71
185,300413.SZ,30.144628099173552,SMA,compare,等比前复权,compare,-7378.340000000002,,14,0,7,3,42.857142857142854,481.4045454545456,64.28571428571429,1.443458599392861,0.14285714285714285,57.14285714285714,-4.5946,38.99977486543415,22.317596566523605,无近期,,0,0,-690.55,2520.84,2259.77,9367.18,0,-991.98,0,-3465.68,-3704.13
186,001979.SZ,30.092975206611573,EMA,compare,前复权,compare,7859,,42,0,10,5,50,-67.13454545454542,66.67619047619048,0.9826387060372391,0.2857142857142858,64.28571428571429,-8.4875,39.905959092994955,29.184549356223176,无近期,,0,2673,8841,-2084.48,-7614,3590,-2700,-2651,583,3328,-4704
187,600845.SH,29.97933884297521,SMA,compare,前复权,compare,-6692.030000000002,,10,0,6,3,50,359.8718181818183,60,1.4998617314256055,0.19999999999999996,60,-3.6616999999999997,38.554767203901235,39.05579399141631,无近期,,0,652.4,0,0,-2088.26,6805.56,-244.44,0,-3661.67,0,2495
188,002475.SZ,29.152892561983467,SMA,compare,前复权,compare,-13935.87,,31,0,10,5,50,-296.7245454545454,70.97741935483872,0.9077098341108606,0.1612903225806452,58.06451612903226,-9.0222,54.41018483499456,35.1931330472103,无近期,,6147.31,1145.83,-3888.11,0,3429,3225,-4972,1176,-375,-5365,-3787
189,688223.SH,28.956611570247937,EMA,compare,等比前复权,compare_close,2650,,9,0,3,2,66.66666666666666,-45.4,44.44444444444444,0.985559796437659,0.3333333333333333,66.66666666666666,-5.7666,43.77972407164387,24.463519313304722,无近期,,,,,,,,0,0,4461,-4779,91
190,002044.SZ,28.49173553719008,EMA,compare,等比前复权,compare,11812.45,,38,0,9,4,44.44444444444444,210.84909090909093,63.165789473684214,1.0619859150374922,0.3157894736842106,65.78947368421053,-9.748,54.623802874274396,20.600858369098713,无近期,,-5457.69,11726.84,0,4793.86,-9288.65,0,1129.38,-5800.45,-92.61,5549.15,-240.49
191,000596.SZ,28.47107438016529,EMA,compare,前复权,compare,33777,,37,0,8,3,37.5,386.27272727272725,62.15675675675675,1.1145530033430389,0.35135135135135137,67.56756756756756,-7.4129000000000005,53.17793799466188,27.038626609442062,无近期,,0,10680,-5025,4575,0,8726,-5344,-1637,-2038,-5688,0
192,601899.SH,28.45041322314049,SMA,compare,等比前复权,compare,-14308.999999999998,,41,0,10,4,40,871.7381818181817,63.41219512195122,1.1820159345942876,0.12195121951219517,56.09756097560976,-8.686399999999999,44.311327372412634,26.609442060085836,无近期,,-7716.47,8487.2,0,-3786.9,16577.62,-1411.15,-2524.27,4335.49,-8046.74,-990.47,4664.81
193,601816.SH,28.026859504132233,EMA,compare,前复权,compare,9387.759999999998,,28,0,6,3,50,1083.5657142857142,53.57142857142857,1.346029197080292,0.07142857142857145,50,-11.967,17.72345584324603,81.54506437768241,无近期,,,,,,0,552,-11063,9055.72,12103.24,-1917,-1146
194,002714.SZ,27.541322314049587,EMA,compare,等比前复权,compare,19405.000000000004,,45,0,10,5,50,95.32727272727293,55.5488888888889,1.022430032885688,0.3999999999999999,68.88888888888889,-8.465,34.64873103596566,43.34763948497854,无近期,,1270.56,1319.79,3710.55,2082.85,-980.23,-916.37,-752.15,0,-1232.94,4377.95,-7831.41
195,000069.SZ,27.334710743801654,SMA,compare,前复权,compare,-23300,,38,0,9,4,44.44444444444444,342.27272727272725,63.15526315789474,1.1249709562850598,0.23684210526315785,60.526315789473685,-6.152,38.77533685701969,36.9098712446352,无近期,,-63,3025,0,10542,-5332,-948,-4942,-176,0,640,1019
196,002410.SZ,27.16942148760331,EMA,compare,等比前复权,compare,3788.8400000000024,,46,0,10,5,50,-34.008181818181704,63.04347826086958,0.9910454056269198,0.2826086956521739,63.04347826086957,-10.2647,33.730092694031555,32.61802575107296,无近期,,-213.97,6294.12,-8965.31,3070.36,8276.34,1991.5,147.57,0,-1979.62,-5234.85,-3760.23
197,688041.SH,27.15909090909091,EMA,compare,等比前复权,compare,1862.209999999999,,14,0,2,1,50,187.58399999999983,50,1.0867237538869519,0.42857142857142855,71.42857142857143,-8.8954,60.98729238839614,19.313304721030043,无近期,,,,,,,,0,0,-4817.52,5755.44,0
198,600837.SH,26.52892561983471,SMA,compare,前复权,compare,-2064,,31,0,7,3,42.857142857142854,353.72727272727275,61.26451612903226,1.1268170262694739,0.29032258064516125,61.29032258064516,-15.451999999999998,0,100,无近期,,4551,-2112,0,11206,-15452,-29,-2381,8108,0,0,0
199,600015.SH,25.702479338842977,EMA,compare,前复权,compare,23073.84,,48,2,11,4,36.36363636363637,781.5,60.41458333333333,1.1817704332359198,0.24999999999999994,60.416666666666664,-8.6434,19.70534168824688,57.08154506437768,无近期,,2607.5,-7267,-315,-3925,-8548,-4837,-3413,19066,13962,3851,-2585
200,000963.SZ,25.681818181818176,SMA,compare,等比前复权,compare,-2621.1100000000006,,32,0,8,4,50,-436.2572727272727,65.61874999999999,0.8736308314827587,0.28125,62.5,-10.8973,41.64340739502406,48.497854077253216,无近期,,-1582.19,6810.96,-3749.17,-9446.07,0,432.92,4254.98,-2754.19,0,1233.93,0
201,603501.SH,25.661157024793386,SMA,compare,前复权,compare,-2324.120000000001,,14,0,7,4,57.14285714285714,517.134,50,1.3209650040187813,0.07142857142857142,50,-6.396,44.838960628908566,22.317596566523605,无近期,,,0,0,0,1693.34,3827.41,-3927.41,125,-5087,11831,-3291
202,601901.SH,25.55785123966942,EMA,compare,等比前复权,compare,9795.98,,52,0,10,4,40,-190.99363636363643,63.457692307692305,0.9460184381054179,0.3653846153846155,67.3076923076923,-5.6059,16.292937031916498,67.81115879828327,无近期,,-2924.23,3944.66,-2494.09,-2518.76,-1855.11,2367.49,-1282.09,2461.07,-2043.56,2243.69,0
203,600036.SH,25.27892561983471,EMA,compare,等比前复权,compare,14174.130000000001,,57,0,10,5,50,372.3872727272728,56.136842105263156,1.0970855561931134,0.26315789473684215,59.64912280701754,-9.408,20.118467453934738,67.38197424892704,无近期,,-1062.31,752.69,-7818.47,9068.34,6993.72,-8016.18,-1420.94,-4977.33,8001.11,2575.63,0
204,600383.SH,25,EMA,compare,前复权,compare,32577,,52,0,8,2,25,616.8181818181819,61.542307692307695,1.1392623304119374,0.2692307692307692,63.46153846153846,-7.7124,39.533279874056156,36.48068669527897,无近期,,9967,-2249,-2088,22164,-4760,-5805,-5644,0,0,-4800,0
205,000630.SZ,24.483471074380166,EMA,compare,等比前复权,compare,1609.1400000000003,,53,0,10,5,50,-337.4054545454546,64.14905660377357,0.9393186910746095,0.24528301886792453,62.264150943396224,-11.6484,47.36832187558135,27.467811158798284,无近期,,2924.84,-2648.92,0,1533.72,4795.59,-2433.27,-3867.7,-9194.9,-1532.95,5373.3,1338.83
206,300059.SZ,23.987603305785125,SMA,compare,前复权,compare,-27231.309999999998,,27,0,7,3,42.857142857142854,585.07,59.26296296296295,1.1820626260105955,0.1481481481481482,55.55555555555556,-10.35,26.397209881305596,44.20600858369099,无近期,,0,-3076.04,17985.56,4265.54,-5263.79,5709.5,0,-10350,0,-2835,0
207,600150.SH,23.65702479338843,SMA,compare,等比前复权,compare,-5104.64,,22,0,6,4,66.66666666666666,-4.787272727272714,50.00454545454546,0.9979711749655474,-5.551115123125783e-17,50,-6.4841,33.252785622944934,40.343347639484975,无近期,,0,0,0,0,-5607.27,0,5017.01,3199.37,44.76,2906.29,-5612.82
207,600085.SH,23.65702479338843,SMA,compare,前复权,compare,-14326,,53,0,9,5,55.55555555555556,-54.45454545454545,58.4811320754717,0.9878811176077852,0.20754716981132076,58.490566037735846,-9.184000000000001,30.074561811598453,57.5107296137339,无近期,,-1190,-361,196,-9184,-3436,9,11009,1002,1356,0,0
209,600372.SH,22.107438016528924,EMA,compare,前复权,compare,4156.799999999999,,48,0,10,3,30,-824.5454545454545,66.67291666666667,0.782874105283317,0.375,68.75,-7.23,22.660350530804475,56.65236051502146,无近期,,-2328,-225,-4609,-6795,-3370,-347,2678,667,-1271,6530,0
210,600000.SH,22.024793388429753,SMA,compare,等比前复权,compare,-119.56000000000495,,50,0,9,3,33.33333333333333,849.3090909090911,55.994,1.212761208883755,0.18000000000000005,54,-7.439500000000001,22.97911126611124,42.91845493562232,无近期,,-6453.91,-818.61,-4274.4,12749.4,-5486.9,-3005.62,0,-3235.92,4618.28,15250.08,0
211,300015.SZ,21.942148760330575,EMA,compare,等比前复权,compare,8326.5,,31,0,9,5,55.55555555555556,-665.9418181818182,58.05483870967742,0.7872073918630943,0.32258064516129037,64.51612903225806,-9.3976,31.373713429228122,47.21030042918455,无近期,,6015.09,1148.63,-4069.74,3438.26,3815.93,145.69,-1057.28,-8436.93,0,-8325.01,0
212,002120.SZ,21.78719008264463,EMA,compare,等比前复权,compare,1072.349999999999,,34,0,8,3,37.5,-22.12818181818193,58.83529411764706,0.9924563959479432,0.35294117647058826,67.64705882352942,-7.6296,18.641601339167767,60.51502145922747,无近期,,0,-2956.37,3273.95,13102.48,1078.84,0,-6232.28,0,-4327.59,-152.18,-4030.26
213,300760.SZ,21.074380165289256,SMA,compare,前复权,compare,-1385,,18,0,6,2,33.33333333333333,336.77777777777777,61.111111111111114,1.334473626131097,0.11111111111111116,55.55555555555556,-4.599,31.768520921353744,40.772532188841204,无近期,,,,0,0,3966,4951,-113,-827,-4496,-450,0
214,002459.SZ,20.950413223140497,EMA,compare,等比前复权,compare,13716.730000000001,,30,0,9,3,33.33333333333333,737.9581818181819,56.67666666666666,1.2141862216997872,0.13333333333333336,56.666666666666664,-10.2241,41.59675297492624,33.90557939914164,无近期,,7490.99,-1555.09,-2103.35,-8680.23,16466.34,0,-9053.46,-558.66,0,10416,-4305
215,002027.SZ,19.855371900826444,SMA,compare,等比前复权,compare,-10583.31,,36,0,10,6,60,-430.29181818181826,58.31944444444444,0.8571819535241874,0.1111111111111111,55.55555555555556,-7.5379000000000005,32.138745745840495,44.20600858369099,无近期,,-4603.76,1729.6,420.35,5110.2,1300.86,186.74,-5903.18,-218.25,-3341.37,585.6,0
216,002230.SZ,18.51239669421488,EMA,compare,等比前复权,compare,4549.930000000004,,38,0,8,3,37.5,-969.6072727272724,63.142105263157895,0.7694242047425758,0.3421052631578948,65.78947368421053,-11.9358,30.438470335833074,39.05579399141631,无近期,,-4007.69,6847.66,-8072.36,-4584.87,-11935.76,-931.68,0,0,1357.63,10661.39,0
217,000100.SZ,18.171487603305785,SMA,compare,等比前复权,compare,-19061.360000000004,,32,0,9,2,22.22222222222222,-325.3972727272727,62.503125000000004,0.9014138855715036,0.3125,65.625,-8.7592,49.953510524748644,47.63948497854077,无近期,,0,4517.08,-2961.87,-4943.5,9412.73,-3311.95,0,-653.95,-1662.1,-2326.28,-1649.53
218,601607.SH,17.293388429752067,SMA,compare,等比前复权,compare,-10794.120000000003,,41,0,10,5,50,-516.0645454545455,58.52439024390244,0.8567358173958405,0.2439024390243903,60.97560975609756,-9.794,18.064314516610917,86.69527896995707,无近期,,-6071.65,7914.84,-5323.43,-6611.65,-4014.06,411.47,50.8,460.42,9446.84,-1940.29,0
219,600030.SH,17.107438016528924,EMA,compare,前复权,compare,10310.61,,60,2,11,5,45.45454545454545,-692.9690909090909,61.68,0.8685574001104629,0.1833333333333334,58.333333333333336,-8.7691,19.81776795298246,53.648068669527895,无近期,,1852.17,7560.01,-2286.96,2381.73,-8094.78,-8267.83,-1624,2385,1488,-392,-2624
220,601021.SH,16.632231404958674,SMA,compare,前复权,compare,-24242,,42,0,10,5,50,37.72727272727273,47.62857142857143,1.0098941445737173,0.11904761904761912,54.761904761904766,-7.385,22.06851562025081,57.93991416309014,无近期,,0,7965,-1844,5973,389,-3627,1008,-5216,4617,-7385,-1465
221,601618.SH,16.528925619834713,EMA,compare,前复权,compare,977.2000000000007,,39,0,8,4,50,-914.0090909090908,58.987179487179496,0.7861785159822208,0.2564102564102564,61.53846153846154,-8.912,20.083897508591814,46.3519313304721,无近期,,0,5998,0,-2819,-3448.4,2624,-8912,708.3,-5283,1078,0
222,600010.SH,15.805785123966942,SMA,compare,前复权,compare,-13546.14,,27,0,8,3,37.5,-218,59.25925925925926,0.9022267670330513,0.2592592592592593,62.96296296296296,-6.1676,34.306857622059105,33.047210300429185,无近期,,-2571.43,3265.43,0,3073,0,-863,0,490,-628,-3324,-1840
223,000792.SZ,15.123966942148758,EMA,compare,前复权,compare,9402.670000000002,,25,0,7,3,42.857142857142854,140.29727272727277,52.004000000000005,1.050115280700387,0.12000000000000005,56.00000000000001,-8.229000000000001,40.12054310102219,33.047210300429185,无近期,,-3229.73,0,0,12261,3322,0,-8229,0,-2926,3193,-2848
224,600011.SH,14.617768595041325,SMA,compare,等比前复权,compare,-1728.9000000000033,,40,0,9,3,33.33333333333333,-797.5236363636362,60.00500000000001,0.7858117196154029,0.325,65,-8.602500000000001,30.07003599544279,42.91845493562232,无近期,,-2057.82,-5347.46,-1798.88,-1737.55,983.93,0,0,-4746.41,4303.23,6085.89,-4457.69
225,601998.SH,13.305785123966944,SMA,compare,等比前复权,compare,-11165.340000000002,,52,2,11,5,45.45454545454545,-137.84818181818193,51.90961538461538,0.9658405682928439,0.11538461538461536,51.92307692307693,-7.321400000000001,22.066081254560064,53.648068669527895,无近期,,4172.95,-4334.35,-4417.56,-2648.93,-7321.42,2664.1,-3367.28,2637.51,11754.08,1479.38,-2134.81
226,000733.SZ,13.18181818181818,EMA,compare,前复权,compare,10714,,29,0,9,4,44.44444444444444,-116.45454545454545,55.172413793103445,0.9671057699714968,0.034482758620689724,51.724137931034484,-8.3085,48.10245719036094,33.047210300429185,无近期,,8503,-4810,-2432,-5559,0,10520,-3430,0,1862,-6493,558
227,000408.SZ,13.026859504132233,EMA,compare,等比前复权,compare,8784.24,,29,0,9,4,44.44444444444444,-284.440909090909,55.1896551724138,0.9067335967413321,0.10344827586206895,55.172413793103445,-8.8112,47.66864860997673,26.180257510729614,无近期,,4017.09,-1241.53,2317.06,-3727.16,0,1350.67,-4888.23,-878.74,2777.99,0,-2856
228,601799.SH,11.06404958677686,EMA,compare,前复权,compare,10448,,24,0,6,3,50,-799.625,54.162499999999994,0.7870789508720544,0.08333333333333326,54.166666666666664,-13.286000000000001,29.002533980383365,41.63090128755365,无近期,,,,,0,0,8170,3483,-2112,-2964,-13286,312
229,600111.SH,10.774793388429753,EMA,compare,前复权,compare,8967,,24,0,8,3,37.5,-111.18181818181819,54.166666666666664,0.9604884825380415,0.08333333333333326,54.166666666666664,-8.5724,44.33482646323485,30.042918454935624,无近期,,-4800,0,2128,-1904,-5047,0,-4752,0,546,19295,-6689
230,600745.SH,10.206611570247933,EMA,compare,前复权,compare,5172,,23,0,9,4,44.44444444444444,-515.7272727272727,52.17391304347826,0.8062169086251068,0.13043478260869562,56.52173913043478,-10.452,61.00957778369293,26.609442060085836,无近期,,-1188,578,4505,6282,2288,-10452,0,-240,0,-3630,-3816
231,000776.SZ,9.876033057851238,EMA,compare,前复权,compare,10767,,41,0,10,4,40,-1123,58.54390243902439,0.7631346832336248,0.1707317073170731,58.536585365853654,-11.574,38.93556221173983,34.33476394849785,无近期,,1819,7727,-4323,-2790,3192,-5501,-1,-7786,0,5732,-10422
232,601878.SH,9.19421487603306,SMA,compare,等比前复权,compare,-5521.220000000002,,31,0,7,3,42.857142857142854,-301.7099999999999,41.9225806451613,0.911736854068732,0.06451612903225806,51.61290322580645,-7.6985,15.266723942118428,75.10729613733905,无近期,,,0,0,2138.93,-7698.53,-3350.24,-3791.46,569.23,14692.01,-5577.04,0
233,603993.SH,8.62603305785124,EMA,compare,前复权,compare,15628,,29,0,10,4,40,-756.6363636363636,55.186206896551724,0.8241793062655794,0.10344827586206895,55.172413793103445,-8.28,52.85750834893641,22.746781115879827,无近期,,-2135,0,2775,3184,9393,-1704,-4590,-5571,2958,-8280,-4353
234,600009.SH,7.954545454545456,EMA,compare,等比前复权,compare,4209.239999999998,,39,0,10,4,40,-762.08,51.292307692307695,0.7758800370232337,0.17948717948717946,58.97435897435898,-13.327300000000001,20.553460411974147,57.08154506437768,无近期,,-1121.82,3108.8,6878.1,1687.05,-11594.87,0,-4387.25,30.94,-136.24,-2358.16,-489.43
235,601669.SH,7.355371900826448,EMA,compare,前复权,compare,13293.539999999999,,40,0,10,4,40,-1006.0854545454546,54.99000000000001,0.7567705494505494,0.12500000000000006,55.00000000000001,-10.3188,17.673385978731687,49.35622317596567,无近期,,2992,7663.41,0,3154,-7228,794,-9491,-4336,-2202.35,-1427,-986
236,600221.SH,6.590909090909092,SMA,compare,等比前复权,compare,-11625.48,,20,0,8,3,37.5,-368.2854545454545,49.99499999999999,0.8667531485922403,-0.04999999999999999,45,-5.024,16.443856068477324,56.65236051502146,无近期,,-4616.83,-996.26,-4928.05,0,-5024,12328,0,932,0,2894,-4640
237,600050.SH,5.90909090909091,EMA,compare,等比前复权,compare,9586.079999999998,,29,0,7,2,28.57142857142857,-440.9054545454546,55.182758620689654,0.7473273788932743,0.06896551724137934,51.724137931034484,-5.6033,19.040015741551883,60.08583690987125,无近期,,0,1837.91,0,-2391.74,-1217.59,-112.39,0,250.5,-821.81,-2394.84,0
238,601633.SH,5.640495867768596,EMA,compare,前复权,compare,35467,,33,0,8,3,37.5,-529.8181818181819,42.421212121212115,0.905474008596221,0.030303030303030276,51.515151515151516,-14.549000000000001,26.11468992842973,45.493562231759654,无近期,,15900,162,-5743,19555,-5079,0,0,-14549,-3601,-12473,0
239,000166.SZ,5.516528925619834,EMA,compare,前复权,compare,4047.8999999999987,,35,0,9,3,33.33333333333333,-514.6727272727273,51.43428571428572,0.8667611189298339,-0.08571428571428569,45.714285714285715,-11.709999999999999,18.588288730961384,65.23605150214593,无近期,,-4640,-1302,0,-6828,-11710,17891,0,6764,-6391.6,652.2,-97
240,000538.SZ,5.495867768595042,SMA,compare,等比前复权,compare,-10480.490000000003,,44,0,10,4,40,-978.0527272727272,52.24318181818182,0.7046876591184643,0.06818181818181818,50,-7.1808,16.634506854344043,82.40343347639485,无近期,,0,2943.99,807.81,-6450.21,4266.91,-1969.39,-244.49,-6607.54,470.32,-2580.54,-1395.44
241,600332.SH,4.235537190082645,SMA,compare,等比前复权,compare,-107.78999999999724,,46,0,10,3,30,-1593.590909090909,52.18478260869566,0.6036395653613155,0.15217391304347822,56.52173913043478,-13.9424,21.942448233674963,70.81545064377683,无近期,,-1659.83,7944.87,-12263.47,-2582.3,2082.15,-339.91,-1527.66,1677.88,-6965.39,-3895.84,0
